x_sf,y_sf,x_nyc,y_nyc,x_london,y_london,x_moscow,y_moscow,x_delhi,y_delhi,x_manilla,y_manilla
12.5260422524618,19.628842975013,13.4108915474908,72.5808454346843,18.5779831625898,42.3053623344749,23.0881247900297,42.4298774059862,22.6130266778175,66.6337358418386,22.1914182644856,19.0861580492929
12.9909925111859,45.8938310213853,14.870307531378,41.7522548260167,20.1283520430876,44.4549318987411,0.302539449762238,69.3336247443222,23.0313683495754,33.342689690413,1.43089668685955,55.1664611075539
13.3895181000112,17.0748373121023,15.9024888148583,77.9606334927958,20.780867864888,32.7881064410321,0.525742131928732,31.8352572529111,2.61661832805859,37.4789468161762,1.52459773298545,22.8555239497218
14.1231131900715,33.0284787958954,16.1196496042733,49.838366787415,20.6705089866983,18.8770390779246,0.659457176806729,38.2866447858978,2.65485367246376,38.269469631603,3.42519375633561,57.9294182884041
14.0731008385264,45.4139491785318,16.7970814558461,142.046341425506,20.9393795292962,12.177584808087,0.939857296340859,55.9883132809773,1.89801083003657,44.8085914435796,4.37508936488763,45.2079284763895
14.1778978626065,27.2076286862139,16.9253426640797,124.917127664899,20.9831480268691,64.8434182915371,0.73899152612363,36.5860991971567,2.45342483673535,58.9135703388602,4.89575453905538,64.0694378118496
14.401388677831,62.6298775540199,17.343893895424,57.9203787357546,21.7754691452067,42.7104112263769,1.11164139222434,24.0134690206032,2.76228817245543,75.699525780743,5.01855618829781,59.7790093808435
14.2946600667471,35.0648895751219,17.4302296571217,34.4895073543303,21.7893994645165,48.5675202920102,1.07378300708701,51.3060595938005,3.20886764906833,41.1299165426753,5.0436756184897,24.7610160917975
14.7233262620861,57.3187490266282,17.5983143189779,69.3247672719881,22.0154787781237,47.8281344675925,1.74391971561725,28.3165837707929,3.35531105896968,50.2880866013002,5.27993846961839,17.3150399466977
14.7846747637932,50.7482181775849,17.8103661784326,60.9308119711932,23.0140763472731,32.9024220316205,1.78152044698544,88.0388841419481,3.44202715140378,82.2427561737131,5.31051249483413,60.6564423611853
15.5747748193312,67.9725781164598,17.6837764369418,35.547024382744,23.4150026451175,34.8876487712841,1.86309249069705,89.4583088194486,4.24340009924044,41.04332252522,5.46247128577332,48.8009740216658
15.6955639261394,51.5325002395548,18.0555633754293,99.8218716385309,23.5213229376463,59.8941360991448,2.2924349187455,38.7551119518466,4.57721294258992,64.974846075289,5.84663713846556,28.748224083567
15.3862621463911,71.021487704711,18.1159483166774,95.1063366185408,22.8625089797549,42.3100724553224,2.61588434553056,27.139059512876,4.12664006431469,65.5554683071095,6.06814033574851,69.9420367775019
15.449577092912,34.3643205794506,18.0869081761529,103.617276967503,23.5244811631232,64.0035972259939,2.89955546831037,29.4128084955737,5.13090018737202,75.8166801154148,5.91999225827537,51.2422019746155
15.6418212565907,39.9520098241046,18.0169649657619,54.9197206450626,23.5236569787892,55.5864007156342,2.5906929650304,71.8352294606157,4.627698024299,78.6019650495145,6.27538812941916,43.418563316809
15.5448637654745,67.9212330032606,17.9481102802661,143.181160139618,23.8618614328663,45.3511596173048,2.89269039704881,62.6418143115006,4.75185591532707,62.6401401995681,6.12777603388801,51.1003023888916
15.7988168919086,34.4462561975233,18.759514129225,147.103021627292,0.269498229503951,42.3261384423822,2.98154825151655,30.9313253255095,5.18653019046326,45.3733846135437,6.1473284063113,67.8763647705782
16.2298409925561,31.9668125356548,18.5522986417069,77.7486124515999,23.4229964878101,51.3906282167882,3.41228961763482,35.7365044313483,5.08337194587581,56.4871483242605,6.72162863942316,36.8548174349125
16.1675863588314,43.9510802270379,18.8521343856385,45.8413805216551,0.57404548506436,67.536754732253,3.68988969470768,49.6996237910353,4.91161206572957,54.685773761943,6.83354487031632,66.8434734370094
16.2726710715585,45.0005580470897,19.1460713519415,107.698489368428,0.370985699554597,80.990403046133,3.321845315247,34.6697073632386,4.81138549154333,77.166591101326,6.97026208693539,62.0480649697129
16.0037960932232,80.8425861583091,19.1022113715708,101.759314620169,0.998095908028498,57.8582796980627,3.35995411937357,34.0226933907252,5.00918165946178,70.5874667463358,7.00402791333718,33.7857235912234
16.4051603077592,84.0388967890758,19.3286814522796,138.120680523803,0.454157153150154,83.3363772002049,3.78725125214994,57.2093585985713,5.0630515973584,58.4127482559998,6.85185463160179,79.0949259242043
16.3836199769974,53.6751972935162,19.3859692469427,137.912820838392,1.12476524514915,54.953542128671,3.70840147552211,67.2430912088603,4.78249218643963,88.0397006776184,7.19379903131124,39.9682699609548
16.9902332238395,45.6911929082125,19.1992866004358,70.7978535727598,1.37876064994336,81.8794344242197,3.87015650970315,70.5165165190119,4.75837276336242,88.0928652817383,7.31807074415409,68.7323245520238
17.264112592584,57.2048998079263,19.0331088854617,126.452810474206,1.40783168278478,41.4825522352476,4.19076000015689,103.910709611839,5.52885689438769,51.68680723547,7.51191200945558,74.3563893300015
17.0365368187493,41.2154675845522,19.1507805227385,149.78572656773,1.4222939628278,34.2526048887521,3.78988879506008,101.652047418524,5.54937756988229,46.2320183007978,8.04480712050042,49.8348841520492
17.243302728249,47.8335529700853,19.4549383441894,148.131199950818,1.64931917071676,44.2918702014722,4.18359083880696,38.1672910659108,5.87131037775999,102.775904965121,7.94106680478677,77.4692180955317
17.3345839285385,69.2690219553187,19.2352972999992,102.576145308791,1.78113156137627,49.1667535703164,4.30866977124238,86.6688692141324,6.17812782853776,104.885425335495,8.13719506089832,52.0119716327172
16.9824499342207,62.0725432916079,19.4922975923679,106.91587695363,1.72202705359403,77.7925752101,4.21577703911338,52.8417467453983,6.43268883824157,96.8202554921154,8.27418062726194,38.1915966446977
17.4562285575737,74.2239872543141,19.8764880251825,90.0183470561169,1.34660710925338,88.88193780859,4.50110766751055,104.350479324581,6.42227214678583,57.2108100801706,8.06250201412089,58.6759201977402
17.5145261494204,66.5523456251249,19.6172384151069,157.300705806585,2.00588569107221,64.8924219000619,4.65498242125627,43.3607998813968,6.08575692122505,88.4095295614097,8.09985738514004,55.4534016251564
17.3996510268125,49.5093673740048,19.4945617733475,106.118123281281,1.62282064507667,83.3226251772139,4.53545871094304,82.9270634453278,5.82418628427701,94.3884354487527,8.5610633458157,56.8544696248136
17.6501461827237,69.8385404418223,19.8385572303851,98.3608517826069,2.22705329980491,43.5688095197547,4.84040467044414,65.7215388717595,6.63484326296084,101.827723246766,8.8326130944008,74.7721343000885
17.491371102659,79.1172988605686,19.9258783824056,116.810486451257,2.4253434918948,71.6957848079037,5.01273213946919,73.5231635463424,6.46857175815398,97.0898510916159,8.74484593565849,50.9579443747643
17.4846859633236,48.5592313518282,20.268969554774,187.160294900648,2.06138115838628,44.6835567215458,5.05749848585022,118.951413639355,6.54955708639676,98.348107279744,8.60403522963313,85.4807120689657
17.6823988181379,90.3466929933056,20.312753449455,97.1029868847691,2.57146919856129,72.2173744444735,5.13978083407203,123.78269571322,6.92878983457956,76.9204210545868,8.73003052646555,68.7241701430175
17.9534668306071,54.5416577535216,20.0859793440066,135.300838653464,2.72081971136636,57.2900584798772,5.17866721512158,117.694154952886,6.75903007929502,108.248367803637,8.7479691620072,52.6500659068115
18.0473821145525,56.2048043515533,20.6084107055104,133.324212377425,2.99708421057897,58.7352512248326,4.99636869104729,58.7932017280255,7.11278411890349,71.9848108063452,9.21826913358681,95.0660761673935
18.1315949379265,88.5130035728216,20.7786842278103,176.267517360393,2.69670538757102,80.6437663689721,5.27015106032924,68.2755617713556,7.31250291454732,105.944370833924,8.91080015006105,79.8464895826764
18.0628080751865,74.3583262113389,20.6182729533631,149.088196257129,2.53061103483884,96.6395538516808,5.53642272483108,113.026703140233,6.56433675262124,78.3585988399573,9.39820838865365,82.1157963587902
18.0542695981362,59.8002260334324,20.8038797456604,77.544428559253,2.85947552207763,80.2573182596825,5.25111409341832,79.2839425755665,6.80509364912238,80.0059995157644,9.38229333600444,85.2332090279087
17.9357537585683,69.1059963703156,20.6833049971527,126.338380752131,2.30028150899751,66.2940852527972,5.26925459161707,110.755543201929,7.39070554393431,76.6830585272983,9.2492977803789,93.2112425693776
17.9617803728805,65.6055800127797,20.647656039189,97.257357275812,2.23376936638947,61.6419630374294,5.30873122447758,69.526838613674,6.81223065185586,110.954050417757,9.20441058714685,76.5446078062523
18.3338671687438,84.9728731827345,20.6892617484487,160.973620093428,2.25573411075362,97.6376397530548,5.32258167473411,131.827371096238,7.28463314682524,68.1841571219265,9.43402640229198,66.6600042474456
18.46324648152,68.9824669116642,20.7782430445888,128.085755053442,3.24068984159211,82.4356509696227,5.36453559103852,93.5277779772878,7.63347126762327,118.683486275608,9.63394626223456,74.9081456311978
18.2704546189053,74.0140467484016,21.0204870614251,193.530772316037,2.35692898181801,108.78335177782,5.4480404918376,134.55119599239,7.02423590269124,91.4106013996061,9.6165570446412,63.8934742298443
18.4712756666349,103.362259902991,20.9497814581224,160.993870605482,2.68127382098399,83.4294933474157,5.70637899201971,62.5580038933549,7.69727317467872,120.279075045139,9.57781671013026,75.9037232554983
18.9328410067705,103.721216150094,21.1550602280506,100.086405566428,2.74233899429802,65.9136566347443,5.79398713494681,97.1830675713718,7.33924952617852,104.641850003274,9.81052186364591,82.1482877079397
18.6459160427026,100.348930407781,21.1896006573019,158.567656628089,2.38455789328707,84.1470488333143,5.7788494727537,120.45812787395,7.55598936779526,90.0184389220085,9.63559599312854,62.8828835913446
18.9690653095833,82.755600764649,21.1204454467028,175.101371918572,3.22936738921466,71.2051345505752,6.02853107308181,135.521538063418,8.21593037364702,105.282528069103,10.0821620781899,61.4210605644621
18.6748803375274,94.063846462639,21.3804206432778,89.4745924668387,3.055301675785,114.978511859663,5.75769101233794,137.352505368879,7.26738221348651,134.280487106182,9.99082898573531,87.3884000000544
18.8957050746423,74.4982478390448,21.3980984765359,102.573684422765,2.50467277071635,104.669099191902,6.09621646005162,117.292959700106,7.89792430700601,114.588370435638,9.89672116505993,93.3762382224668
19.0139376436104,90.05497727287,21.5632088827156,100.458063477417,2.61399502008991,73.7882651390973,6.08788394767824,108.061668026494,7.75394907506908,116.744456299581,10.1554559674803,92.0327744558454
